Symbols,Cluster
Specc1l,2
Spn,2
Spns2,2
Spry1,2
Sptbn1,2
Srgap2,2
Srl,2
Srpx2,2
Sspn,2
St3gal3,2
St5,2
St6galnac2,2
St8sia6,2
Stac,2
Stard13,2
Stard8,2
Stau2,2
Stim2,2
Stox2,2
Stxbp1,2
Sulf1,2
Sult1a1,2
Surf2,2
Svep1,2
Syde2,2
Syne1,2
Syne2,2
Synpo2,2
Syp,2
Syt7,2
Tac4,2
Tacc1,2
Tacc2,2
Taf7,2
Tal1,2
Tanc1,2
Tanc2,2
Taok3,2
Tbc1d30,2
Tbx2,2
Tbx20,2
Tcf21,2
Tcf7l1,2
Tead2,2
Tec,2
Tek,2
Tenc1,2
Tenm3,2
Tesc,2
Tfr2,2
Tgfb1i1,2
Tgfbr2,2
Tgfbr3,2
Thbd,2
Thbs2,2
Thbs3,2
Thra,2
Thrsp,2
Thsd1,2
Thsd7a,2
Ticam1,2
Tie1,2
Timd4,2
Timp3,2
Timp4,2
Tinagl1,2
Tjp1,2
Tln2,2
Tlr5,2
Tlr9,2
Tmcc2,2
Tmcc3,2
Tmem132c,2
Tmem176a,2
Tmem176b,2
Tmem204,2
Tmem246,2
Tmem37,2
Tmem44,2
Tmem64,2
Tmem66,2
Tmem71,2
Tmod2,2
Tmtc1,2
Tnfrsf12a,2
Tnfsf12,2
Tnfsf13b,2
Tnip2,2
Tnks1bp1,2
Tnnc1,2
Tnni3,2
Tnnt2,2
Tns1,2
Tnxb,2
Tpm2,2
Tppp,2
Tppp3,2
Traf5,2
Trak1,2
Trf,2
Trim2,2
Trim24,2
Trim47,2
Trim65,2
Trip6,2
Trnp1,2
Trpm3,2
Trpv4,2
Tsc22d2,2
Tshz3,2
Tspan12,2
Tspan15,2
Tspan18,2
Tspan2,2
Tspan33,2
